ORF,YPD rep1 fitness,YPD rep1 Q-value,YPD rep2 fitness,YPD rep2 Q-value,YPG fitness,YPG Q-value,YPE fitness,YPE Q-value,SC fitness,SC Q-value,OAK fitness,OAK Q-value,ETH fitness,ETH Q-value,Gene.primaryIdentifier,Gene.symbol,Gene.name,Gene.functionSummary,Gene.phenotypeSummary,Gene.briefDescription,Gene.description,Gene.length,Gene.chromosomeLocation.start,Gene.chromosomeLocation.end,Gene.chromosome.primaryIdentifier,GO.Slim
YGR279C,1.0192,0.11979,1.0138,0.01854,0.9937,0.25146,1.0262,0.03897,0.9859,0.01806,1.0436,0.16511,1.0338,0,S000003511,SCW4,Soluble Cell Wall protein,,,Cell wall protein with similarity to glucanases,"Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that arose from the whole genome duplication",1161,1048798,1049958,chrVII,"RNA binding;hydrolase activity;hydrolase activity, acting on glycosyl bonds;mRNA binding"
YGR281W,0.9915,0.35677,0.9953,0.274,0.9897,0.15948,0.9904,0.25716,0.9842,0.00886,0.9506,0.12337,1.0011,0.36123,S000003513,YOR1,Yeast Oligomycin Resistance,,,Plasma membrane ATP-binding cassette (ABC) transporter,Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR),4434,1052824,1057257,chrVII,ATPase activity;hydrolase activity;transmembrane transporter activity
YGR282C,0.9744,0.04114,0.974,1.00E-05,0.9536,0,0.9687,0.01623,1.0072,0.15795,0.8197,0,0.9759,0.0006,S000003514,BGL2,Beta-GLucanase,,,"Endo-beta-1,3-glucanase","Endo-beta-1,3-glucanase; major protein of the cell wall, involved in cell wall maintenance; involved in incorporation of newly synthesized mannoprotein molecules into the cell wall",942,1057783,1058724,chrVII,"hydrolase activity;hydrolase activity, acting on glycosyl bonds;transferase activity"
YGR283C,0.9812,0.12542,0.9817,0.00185,0.9863,0.09449,0.9433,2.00E-05,0.9925,0.14641,0.9879,0.43853,0.9357,0,S000003515,,,,,Putative methyltransferase,"Putative methyltransferase; may interact with ribosomes, based on co-purification experiments; predicted to be involved in ribosome biogenesis; null mutant is resistant to fluconazole; GFP-fusion protein localizes to the nucleolus; YGR283C has a paralog, YMR310C, that arose from the whole genome duplication",1026,1059015,1060040,chrVII,methyltransferase activity;transferase activity
YGR284C,0.9987,0.51564,0.9989,0.43932,1.0082,0.20558,1.0128,0.20053,0.9974,0.33803,1.0995,0.00182,1.0101,0.09651,S000003516,ERV29,ER Vesicle,,,Protein localized to COPII-coated vesicles,Protein localized to COPII-coated vesicles; involved in vesicle formation and incorporation of specific secretory cargo; protein abundance increases in response to DNA replication stress,933,1060658,1061590,chrVII,"protein binding, bridging"
YGR285C,0.8369,0,0.6919,0,0.9535,0,0.8859,0,0.6302,0,0.6806,0,0.8022,0,S000003517,ZUO1,ZUOtin,Ribosome-binding protein involved in rRNA processing and nuclear export of ribosomal subunits; also implicated in translational frameshifting and the regulation of translational fidelity|uniprot_proteome=UP000002311,"Non-essential gene; null mutants exhibit slow growth, abnormal vacuolar morphology, and decreased resistance to cold, gamma rays, various antibiotics, mutagens, protein synthesis inbibitor cycloheximide; null mutants also show defects in rRNA processing and export of ribosomes from the nucleus to the cytoplasm; homozygous diploid null mutants have abnormal cell shapes and budding patterns, and are defective in sporulation",Ribosome-associated chaperone,Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and as a chaperone for nascent polypeptide chains in partnership with Ssz1p and SSb1/2; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p; human gene DNAJC2 can partially complement yeast zuo1 null mutant,1302,1061852,1063153,chrVII,unfolded protein binding
YGR286C,0.9849,0.20297,1.0093,0.09511,1.0039,0.30842,1.008,0.28871,1.0086,0.11209,1.0151,0.41314,1.012,0.06074,S000003518,BIO2,BIOtin,,,Biotin synthase,"Biotin synthase; catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway; complements E. coli bioB mutant",1128,1063813,1064940,chrVII,transferase activity
YGR287C,1.0166,0.16926,1.0089,0.10569,1.0132,0.10262,1.0169,0.13363,1.0069,0.16782,1.0032,0.5077,1.0138,0.03745,S000003519,IMA1,IsoMAltase,,,"Major isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase)","Major isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); required for isomaltose utilization; preferred specificity for isomaltose, alpha-methylglucoside, and palatinose, but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose, and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; member of the IMA isomaltase family",1770,1067222,1068991,chrVII,"hydrolase activity;hydrolase activity, acting on glycosyl bonds"
YGR288W,1.0112,0.29102,1.0006,0.45621,1.0026,0.33881,1.0148,0.16553,1.0027,0.3321,1.0255,0.32101,1.0069,0.17756,S000003520,MAL13,MALtose fermentation,,"Non-essential gene; null mutant cannot utilize maltose; in large-scale studies, null mutant shows reduced competitive fitness and starvation resistance, and is sensitive to various chemicals",MAL-activator protein,MAL-activator protein; part of complex locus MAL1; nonfunctional in genomic reference strain S288C,1422,1070293,1071714,chrVII,nucleic acid binding transcription factor activity
YGR289C,0.9533,0.00012,0.94,0,0.9422,0,0.9348,0,0.9489,0,0.8297,0,0.986,0.03553,S000003521,MAL11,MALtose fermentation,,,High-affinity maltose transporter (alpha-glucoside transporter),High-affinity maltose transporter (alpha-glucoside transporter); inducible; encoded in the MAL1 complex locus; broad substrate specificity that includes maltotriose; required for isomaltose utilization,1851,1073963,1075813,chrVII,transmembrane transporter activity
YGR291C,1.0112,0.29003,1.0098,0.0814,1.0093,0.18193,1.0087,0.27475,1.0062,0.19357,0.8532,0,1.0096,0.10759,S000003523,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",222,1076283,1076504,chrVII,molecular function unknown
YGR292W,1.0348,0.00486,0.9967,0.33992,1.032,0.00065,1.0348,0.00811,1.0042,0.27226,1.0357,0.22802,1.0047,0.2453,S000003524,MAL12,MALtose fermentation,,,Maltase (alpha-D-glucosidase),"Maltase (alpha-D-glucosidase); inducible protein involved in maltose catabolism; encoded in the MAL1 complex locus; hydrolyzes the disaccharides maltose, turanose, maltotriose, and sucrose",1755,1076599,1078353,chrVII,"hydrolase activity;hydrolase activity, acting on glycosyl bonds"
YGR295C,1.0292,0.01916,1.0122,0.0344,1.0208,0.02148,1.0448,0.00075,1.0095,0.08808,1.0545,0.09267,1.0053,0.22843,S000003527,COS6,COnserved Sequence,Protein predicted to have a role in the multivesicular body sorting pathway; localizes to the endosome; localizes to the vacuole in a large-scale study|uniprot_proteome=UP000002311,,Endosomal protein involved in turnover of plasma membrane proteins,"Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins",1146,1081584,1082729,chrVII,molecular function unknown
YHL002W,1.0049,0.43893,1.0137,0.01906,0.9882,0.12985,0.9786,0.0782,1.0133,0.02464,0.7843,0,1,0.39197,S000000994,HSE1,"Has Symptoms of class E mutants; resembles Hbp, Stam and East",,,Subunit of the endosomal Vps27p-Hse1p complex,"Subunit of the endosomal Vps27p-Hse1p complex; complex is required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradation, as well as for recycling of Golgi proteins and formation of lumenal membranes",1359,102612,103970,chrVIII,ubiquitin-like protein binding
YHL003C,0.9763,0.05819,0.9939,0.21108,1.006,0.25831,0.9816,0.11204,0.9892,0.06047,1.0453,0.15131,0.9956,0.25743,S000000995,LAG1,Longevity Assurance Gene,"Sphingosine N-acyltransferase subunit of the acyl-CoA ceramide synthase complex, involved in ceramide biosynthesis and replicative cell aging|uniprot_proteome=UP000002311",Non-essential gene; null mutant accumulates free sphingoid long-chain bases and has abnormally aggregated mitochondria; overexpression causes slow growth,Ceramide synthase component,"Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; homolog of human CERS2, a tumor metastasis suppressor gene whose silencing enhances invasion/metastasis of prostate cancer cells; LAG1 has a paralog, LAC1, that arose from the whole genome duplication",1236,100648,101883,chrVIII,transferase activity
YHL005C,0.9733,0.03317,0.9842,0.00733,0.4698,0,0.5323,0,0.9813,0.0021,0.9982,0.51705,0.9423,0,S000000997,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YHL004W",393,98828,99220,chrVIII,molecular function unknown
YHL008C,0.982,0.14138,0.9935,0.19551,0.9967,0.32261,0.9953,0.34994,0.9901,0.07737,0.9306,0.03279,1.0014,0.35132,S000001000,,,,,Putative protein of unknown function,Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,1884,92627,94510,chrVIII,other
YHL010C,0.9927,0.38666,1.0031,0.34694,0.9893,0.15147,0.9801,0.09404,0.9981,0.36393,1.0244,0.32978,1.0024,0.32246,S000001002,ETP1,Ethanol Tolerance Protein,,,Protein of unknown function required for growth on ethanol,"Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences",1758,81964,83721,chrVIII,ubiquitin-like protein binding
YHL011C,0.6471,0,0.664,0,0.9004,0,0.8872,0,0.7958,0,0.8065,0,0.5406,0,S000001003,PRS3,PhosphoRibosylpyrophosphate Synthetase,"Subunit of a PRPP synthetase complex, which synthesizes 5-phosphoribose 1-diphosphate and is important for cell wall integrity|uniprot_proteome=UP000002311",,5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes",963,80654,81616,chrVIII,transferase activity
YHL012W,0.9813,0.12826,0.9885,0.04582,0.9767,0.01106,0.9788,0.08053,0.9996,0.41875,1.0035,0.50583,1.0031,0.29949,S000001004,,,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,,Putative UTP glucose-1-phosphate uridylyltransferase,"Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog, UGP1, that arose from the whole genome duplication",1482,78936,80417,chrVIII,molecular function unknown
YHL013C,0.981,0.12234,0.9778,0.00014,1.011,0.14584,0.9893,0.23949,0.9499,0,1.0273,0.30497,0.9874,0.052,S000001005,OTU2,member of the Ovarian TUmor family,Protein whose biological role is unknown; localizes to the cytoplasm and colocalizes to the ribosome in large scale studies|uniprot_proteome=UP000002311,,Protein of unknown function,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress",924,77430,78353,chrVIII,molecular function unknown
YHL014C,1.0292,0.01918,1.0248,2.00E-05,1.0311,0.00091,1.0605,1.00E-05,1.0005,0.41416,0.9272,0.02491,1.0498,0,S000001006,YLF2,,,,Protein of unknown function,"Protein of unknown function; has weak similarity to E. coli GTP-binding protein gtp1; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1218,76097,77314,chrVIII,other
YHL016C,1.0069,0.39516,0.9944,0.23026,1.0157,0.06639,1.043,0.00121,0.9902,0.07966,0.9614,0.20375,1.0045,0.25441,S000001008,DUR3,Degradation of URea,,,Plasma membrane transporter for both urea and polyamines,"Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway",2208,72037,74244,chrVIII,transmembrane transporter activity
YHL017W,0.9826,0.15386,0.9949,0.25758,1.0049,0.28537,1.0021,0.3977,0.9962,0.29071,0.9685,0.26618,1.0025,0.31766,S000001009,,,Predicted integral membrane protein whose biological role is unknown; colocalizes with clathrin-coated vesicles in a large scale study|uniprot_proteome=UP000002311,,Putative protein of unknown function,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication",1599,70276,71874,chrVIII,molecular function unknown
YHL020C,0.9664,0.00656,0.9666,0,0.7423,0,0.8768,0,1.0161,0.00752,0.894,0.00085,0.9675,0,S000001012,OPI1,OverProducer of Inositol,,"Non-essential gene; null mutant displays Opi- phenotype (overproduction and excretion of inositol in the absence of inositol and choline) and petite-negative phenotype (loss of the mitochondrial genome is lethal); null mutant has reduced growth rate on nonfermentable carbon sources and decreased survival rate in stationary phase; in large-scale studies, null mutant displays decreased competitive fitness in a variety of media and altered resistance to various chemicals",Transcriptional regulator of a variety of genes,"Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol",1215,66242,67456,chrVIII,"transcription factor activity, protein binding"
YHL021C,0.9894,0.30482,0.9867,0.02235,0.9941,0.2611,0.9799,0.09255,1.007,0.16603,0.9759,0.33315,0.9847,0.02312,S000001013,AIM17,Altered Inheritance rate of Mitochondria,Mitochondrial protein with a role in organization of mitochondrial structure|uniprot_proteome=UP000002311,"Non-essential gene; null mutant displays an decreased frequency of spontaneous mitochondrial genome loss, but has increased sensitivity to mutagenic agents and UV treatment; null mutant has an anaerobic growth defect, but increased competitive fitness in minimal medium; null mutant displays decreased resistance to both hyperosmotic and oxidative stress; null mutant displays decreased accumulation of zinc and increased accumulation of cadmium and nickel cations",Protein of unknown function,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss",1398,64462,65859,chrVIII,molecular function unknown
